"Markettype","Trdwnt","Ndaytrd","Wnshrtrdtl","Wnvaltrdtl","Wretmdeq","Wretmdos","Wretmdtl","Wnstkcal","Wmvosd","Wmvttl"
"2","2010-18","5","325572045","383625595.00","-0.083464","-0.024511","-0.000510","53","12161424.790","18499990.350"
"1","2010-18","5","45599051615","567841216926.00","-0.080165","-0.038828","-0.038242","854","10737756299.370","16280165664.300"
"8","2010-18","5","367025932","2234647193.36","-0.054475","-0.025804","-0.030897","53","99892302.000","113005044.030"
"4","2010-18","5","28738989026","416826630833.42","-0.093913","-0.074609","-0.075926","835","3464585086.760","5704016538.430"
"16","2010-19","4","495009378","24819333733.40","-0.004919","-0.011074","-0.008854","78","77532842.700","349368937.320"
"2","2010-19","4","202050506","265128487.00","-0.060043","-0.098936","-0.117662","53","10958219.530","16323236.990"
"1","2010-19","4","34407549367","412810748921.00","-0.033578","-0.057902","-0.063259","851","10335150886.660","15478364047.320"
"8","2010-19","4","297584159","1844136361.82","-0.060225","-0.060443","-0.063104","53","93835598.230","105854971.280"
"4","2010-19","4","19673099699","281586270933.71","-0.023965","-0.045950","-0.046380","837","3313446099.050","5508717091.300"
"16","2010-20","5","529645352","21687029050.93","-0.074601","-0.074600","-0.075291","78","72202417.300","322870031.790"
"2","2010-20","5","209427671","247001855.00","-0.008972","0.010955","0.028700","53","11009267.260","16590719.960"
"1","2010-20","5","40664679805","458628490833.00","-0.028004","0.003254","0.002989","851","10355526789.500","15463075070.130"
"8","2010-20","5","293354583","1680139490.46","-0.007417","0.002680","0.001816","53","93930115.450","105890266.060"
"4","2010-20","5","23049952568","304214679979.73","-0.036143","-0.018178","-0.023864","839","3246193346.190","5369065845.700"
"16","2010-21","5","592477946","22681324994.99","-0.000381","0.016661","0.014700","82","76637308.400","343729694.460"
"2","2010-21","5","207282684","234825055.00","-0.079571","-0.085322","-0.092767","53","10069927.380","15051641.770"
"1","2010-21","5","38498620658","406855845392.00","-0.059368","-0.040399","-0.041778","848","10003849351.660","14802734463.950"
"8","2010-21","5","293025581","1521653440.62","-0.083288","-0.067577","-0.068040","53","87490471.420","98593368.830"
"4","2010-21","5","22592715951","283759231263.54","-0.050098","-0.034851","-0.032052","841","3132632722.120","5216185695.280"
"16","2010-22","5","897510275","34168854611.11","0.077579","0.075510","0.074466","86","86247142.600","383459499.990"
"2","2010-22","5","230192277","239571196.00","0.047777","0.034614","0.034876","53","10418496.120","15576585.490"
"1","2010-22","5","44700643041","492193617669.00","0.061942","0.031495","0.031440","849","10304578868.990","15222377553.420"
"8","2010-22","5","299906623","1576312056.81","0.070522","0.058766","0.059846","52","92465094.380","104326794.740"
"4","2010-22","5","27544970509","364383602406.62","0.067757","0.052966","0.053407","848","3314954838.440","5574365182.000"
"16","2010-23","5","772210160","28551464575.28","-0.012211","-0.009504","-0.011049","86","85405539.800","379135319.510"
"2","2010-23","5","157198088","173478455.00","-0.025932","-0.006735","0.003506","53","10321923.570","15604797.880"
"1","2010-23","5","34272547107","370634828343.00","-0.037871","-0.037362","-0.035473","847","9908615501.020","14635285525.220"
"8","2010-23","5","208066229","1097077127.00","-0.017594","-0.007983","-0.008695","52","91726882.090","103419650.370"
"4","2010-23","5","22750835840","304082114654.60","-0.029235","-0.029107","-0.028675","855","3230901348.260","5472216608.510"
"16","2010-24","5","1179617161","42116523713.98","0.096943","0.091938","0.092050","86","93238955.140","413961361.520"
"2","2010-24","5","182718018","226995457.00","0.040033","0.055822","0.061494","53","10808805.320","16475100.550"
"1","2010-24","5","36403750301","395098676045.00","0.024231","0.004802","0.006678","850","9963186329.190","14742206766.280"
"8","2010-24","5","212297149","1094108700.29","0.017236","-0.003537","-0.001257","52","91335677.030","103170782.450"
"4","2010-24","5","26279417647","351205980333.70","0.036622","0.023131","0.027449","865","3336179214.830","5690369162.950"
"16","2010-25","2","339493451","12585130683.71","-0.106994","-0.109743","-0.111538","85","82166248.860","364480248.530"
"2","2010-25","2","73193842","87168155.00","-0.032001","-0.025591","-0.024973","53","10490195.420","16021660.530"
"1","2010-25","2","12144355414","133896437487.00","-0.042133","-0.022304","-0.021867","844","9540321359.540","14157628295.790"
"8","2010-25","2","80763049","490866494.94","-0.022327","-0.008917","-0.010370","52","90515748.840","102095395.080"
"4","2010-25","2","8903519941","122126949189.02","-0.053018","-0.046359","-0.049727","867","3187254211.820","5418979361.710"
"16","2010-26","5","710969419","25303704888.58","0.022076","0.016201","0.014911","90","87802832.640","387382608.870"
"2","2010-26","5","171598040","219065654.00","0.043065","0.065298","0.070502","53","11079676.180","17055713.870"
"1","2010-26","5","29823214819","310700341685.00","0.015356","0.019901","0.017208","848","9929044695.140","14648000552.480"
"8","2010-26","5","240921874","1328395037.10","0.040122","0.052223","0.049687","52","94801478.610","106632325.890"
"4","2010-26","5","21221922915","265647521244.93","0.019901","0.017379","0.016092","874","3277678473.710","5547999507.720"
"16","2010-27","5","696678791","23046613108.58","-0.125088","-0.140517","-0.139233","90","75894629.000","333445924.420"
"2","2010-27","5","165153222","212117751.00","-0.055270","-0.067171","-0.071543","53","10301152.420","15750525.860"
"1","2010-27","5","28880513541","274293787746.00","-0.105760","-0.068105","-0.066147","849","9260873330.000","13692175418.430"
"8","2010-27","5","206001253","1134601802.71","-0.057367","-0.043891","-0.045911","51","90310456.200","101407159.730"
"4","2010-27","5","19087541096","227267759195.70","-0.104331","-0.098594","-0.099559","872","2958765474.380","4994129156.120"
"16","2010-28","5","710703626","21331819499.30","0.060490","0.066593","0.065178","93","82703294.980","363943148.780"
"2","2010-28","5","174988037","168966427.00","0.056560","0.062352","0.063841","53","10943456.110","16756066.200"
"1","2010-28","5","30409766852","282251294557.00","0.058187","0.042146","0.038928","846","9397478820.590","13963672065.370"
"8","2010-28","5","212502135","1195124571.42","0.057265","0.072197","0.069040","50","93638491.900","105193966.700"
"4","2010-28","5","20886798526","245901529384.76","0.062557","0.066867","0.064593","876","3094745495.720","5260647795.820"
"16","2010-29","5","728293200","22405509444.42","-0.042662","-0.043873","-0.044635","93","79070302.000","347680010.710"
"2","2010-29","5","199282542","179105926.00","0.007934","-0.000078","-0.004324","53","10880818.920","16621829.460"
"1","2010-29","5","39653523037","342158952868.00","-0.005286","-0.018105","-0.018788","849","9286023400.420","14571825378.210"
"8","2010-29","5","248256582","1442632702.69","0.002049","0.006666","0.005486","50","94075943.480","105584297.490"
"4","2010-29","5","23237341896","277322279814.38","-0.013953","-0.010495","-0.014068","885","3071851954.620","5217424572.810"
"16","2010-30","5","732667738","23708257929.50","0.074002","0.075567","0.075415","93","86296560.960","373900413.370"
"2","2010-30","5","248315675","221342039.00","0.054377","0.054443","0.051262","52","11098811.260","17100340.380"
"1","2010-30","5","53950937679","492314183630.00","0.072759","0.065659","0.061843","848","9890949543.760","15444388497.080"
"8","2010-30","5","334081839","1834802984.87","0.052552","0.058687","0.057115","51","99804897.240","111822217.480"
"4","2010-30","5","30611111891","377249275367.36","0.071728","0.073648","0.073321","888","3318264899.290","5611278396.220"
"16","2010-31","5","870095405","28754598031.73","0.012890","0.008280","0.008970","97","90313571.300","386636017.010"
"2","2010-31","5","236530767","225599984.00","0.033015","0.028939","0.025579","52","11406803.330","17511239.160"
"1","2010-31","5","54044334537","519484827701.00","0.042188","0.027052","0.025234","842","10147147893.360","15804989919.150"
"8","2010-31","5","335289914","1863927067.50","0.034326","0.040749","0.039608","52","106584730.970","118961032.730"
"4","2010-31","5","33640741297","411198019369.38","0.042487","0.040243","0.037884","888","3453648077.790","5822759556.210"
"16","2010-32","5","974860802","33295315434.47","0.037769","0.044363","0.043522","100","97317776.400","415016003.570"
"2","2010-32","5","302375256","276597622.00","0.028793","0.026623","0.027669","49","11339019.140","17513391.900"
"1","2010-32","5","58445737968","590388802520.00","0.035138","0.010332","0.007911","843","10263346355.340","15954851691.060"
"8","2010-32","5","362895756","2016751445.67","0.015445","-0.006300","-0.003767","51","105708834.800","118308132.920"
"4","2010-32","5","37067850892","471464784121.14","0.036747","0.030055","0.029998","893","3580711091.630","6031068287.780"
"16","2010-33","5","1066834536","38203978467.23","0.003169","-0.004204","-0.004363","102","99101166.300","425185221.840"
"2","2010-33","5","289275985","275581917.00","0.006656","0.008871","0.008427","49","11385983.520","17607356.200"
"1","2010-33","5","51251912546","530358559959.00","-0.005695","-0.018975","-0.020042","841","10056756566.720","15619461070.040"
"8","2010-33","5","353327286","2094932729.76","-0.004553","0.011322","0.008612","51","106899339.120","119311006.430"
"4","2010-33","5","33368235205","445969719676.98","-0.002451","-0.005327","-0.004444","893","3592208815.370","6013166378.320"
"16","2010-34","5","1002207142","36760251166.62","-0.009904","-0.011147","-0.010777","105","101676606.600","435144809.740"
"2","2010-34","5","271457426","278518805.00","0.004308","0.002099","0.001349","50","11517578.310","17846436.110"
"1","2010-34","5","62665468709","639321705937.00","0.010556","0.013099","0.013966","843","10242983727.440","16010281368.600"
"8","2010-34","5","349365641","2088436738.58","0.008373","-0.002302","-0.002658","51","106653186.480","118993745.940"
"4","2010-34","5","38853796464","527014320910.74","0.014111","0.016672","0.015416","896","3672630279.870","6134772661.430"
"16","2010-35","5","942296991","34830282734.61","-0.002766","0.002118","0.001850","112","107027917.210","465502623.620"
"2","2010-35","5","655526792","581548819.00","0.070171","0.039377","0.031016","51","12129129.990","18556717.900"
"1","2010-35","5","44930068795","459118109476.00","0.009035","-0.012504","-0.012771","843","10125473272.100","15812687238.390"
"8","2010-35","5","599614167","3304985907.36","0.043758","0.022827","0.028228","52","109232195.720","122497822.680"
"4","2010-35","5","31000260695","414846369118.59","0.015706","0.010081","0.010169","895","3720365539.120","6186932499.970"
"16","2010-36","5","1287769111","48837129688.51","0.040570","0.043166","0.045521","117","117357152.480","513780174.160"
"2","2010-36","5","479774009","493412952.00","0.022163","0.017755","0.018082","52","12448658.630","18996471.140"
"1","2010-36","5","59726973441","668795926684.00","0.045649","0.021425","0.016828","848","10594904592.600","16337255652.370"
"8","2010-36","5","549810505","3341807594.59","0.047520","0.056064","0.059144","51","113547015.800","127928437.460"
"4","2010-36","5","41559114914","609023545635.00","0.052088","0.046478","0.045053","901","3972271360.060","6562092634.440"
"16","2010-37","5","1061079417","38599643189.69","-0.001849","-0.008050","-0.011053","117","116408290.070","508085055.060"
"2","2010-37","5","344719139","331640734.00","0.005620","0.000668","-0.000963","52","12456984.960","18978168.070"
"1","2010-37","5","61254340740","702859921094.00","0.011778","0.002578","0.002972","845","10616003039.590","16371043803.290"
"8","2010-37","5","473765343","2829532814.93","0.004583","0.002296","0.003337","51","113807784.730","128355350.780"
"4","2010-37","5","41123530156","584456547140.10","0.005773","0.009206","0.008216","907","4025003252.730","6661456883.750"
"16","2010-38","5","933555386","33104807056.99","-0.062575","-0.063252","-0.060679","120","111058573.350","487275386.990"
"2","2010-38","5","345822680","319956417.00","-0.016930","-0.022413","-0.024900","52","12177772.810","18505600.550"
"1","2010-38","5","55938246999","641299248161.00","-0.018718","-0.022891","-0.022254","842","10346883838.780","15949289606.580"
"8","2010-38","5","486807536","3151134175.70","-0.007336","0.013296","0.013568","52","117057019.230","131833337.850"
"4","2010-38","5","36750430895","527753266603.94","-0.025797","-0.022808","-0.024962","913","3958256065.390","6538053757.520"
"16","2010-39","2","239986980","8323631836.67","-0.040609","-0.041545","-0.044030","119","105737263.600","463021537.320"
"2","2010-39","2","78409827","75092713.00","0.003990","0.006659","0.006497","52","12258864.470","18625834.000"
"1","2010-39","2","13678682731","155617069478.00","-0.007207","-0.001558","-0.002449","838","10330964859.110","15885552785.630"
"8","2010-39","2","145041628","890635457.29","0.011092","0.011671","0.012408","52","118423262.010","133469140.620"
"4","2010-39","2","9387270847","130787334021.53","-0.015529","-0.009454","-0.009572","913","3924748080.100","6488022411.150"
"16","2010-40","4","507506240","18845168358.90","0.005938","0.007700","0.007423","122","111189740.940","495776027.040"
"2","2010-40","4","211097026","205646632.00","0.032743","0.032467","0.033632","52","12656876.910","19252265.500"
"1","2010-40","4","34605014155","417137092680.00","0.024629","0.024028","0.024760","848","10737785158.170","16399349132.740"
"8","2010-40","4","400873415","2599500714.65","0.047558","0.049247","0.055949","52","124255342.040","140936667.370"
"4","2010-40","4","20464854685","295091613597.57","0.023032","0.025155","0.022279","922","4047384701.670","6673604888.580"
"16","2010-41","1","151118820","5272913519.59","0.021535","0.021322","0.021899","121","112955535.050","502314176.700"
"2","2010-41","1","103899087","126898790.00","0.009077","0.020833","0.025522","52","12920566.560","19743625.790"
"1","2010-41","1","13472055239","166763975875.00","0.025430","0.029915","0.031548","843","11057510407.880","16891494268.010"
"8","2010-41","1","147693997","1026305971.51","0.019606","0.028189","0.026511","51","127017455.580","143933781.760"
"4","2010-41","1","7323120245","107377770192.85","0.024209","0.029723","0.029223","910","4118916660.950","6791166949.310"
"16","2010-42","5","945177533","32603952139.74","-0.023959","-0.020536","-0.022805","125","113519674.220","505153978.100"
"2","2010-42","5","476303319","533265160.00","0.002247","0.023432","0.029825","52","13223330.750","20332485.430"
"1","2010-42","5","102151249618","1227712093441.00","0.009524","0.078820","0.085816","850","12391043621.170","18488989090.280"
